content,target
좆프리카는 자원이라도 있지 좆센징애미창년새끼들은 개코도 없는데 기냥 자살버튼 딸깍 처눌러놓고 빤쓰런한 문재앙 애미창년간첩새끼는 찢어죽여도 시원찮당께 오조오억 조각으로 난도질 고문사 시켜야 됨ㄹㅇ,1
대가리 개장애 문재앙 애미창년새끼가 취업 안된다고 딸깍 공무원만 대량으로 처뽑아놓고 애미창년짓해놓고 아가리 싹 닫고 빤쓰런ㅋㅋㅋㅋ,1
애미창년 문재앙 간첩새끼는 곱게 죽여선 안된당께 최대한 천천히 잔인하게 죽여야 된다 매국노는 본보기로 잔혹하게 죽일 필요가 있당께,1
매출 3500짜리 식당이 인건비가 1000만원이라고? 지랄 작작좀 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
하루 매출 말하는거 아니노????????? 개앰창 씹창 주작질도 적당히 해야지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
그래도 대박난 새끼들은 잘 살고 나름 좆만한 동네 가게들도 현금 할인 하면서 탈세하면서 직장인들보단 덜 착취당하고 살고있음. 누가 손해보면서 장사하겠노,1
지랄 앓는소리 ㅋㅋㅋ,1
왜 시발 그냥 인건비 2000만원내고 적자 1000만원 낸다고 하지?? 지랄도 정도껏 ㅋㅋㅋㅋ,1
매출 3500이면 개좆망한구멍가게아님?,1
여기도 개두창 못잃어 울부짖던 장애인들 개많던데,1
찢새끼는 범죄잔데 못잃는게 더웃긴데 ㅋㅋㅋㅋ,1
정치병자년 1직괴물,1
지랄마 초기부터 안멀쩡했어,1
형수보지찢견 홍어 씨발년들 소굴 아니노근근웹 유저층도 비슷함 노가다 ㅈ소 자영업 이런새끼들만있음,1
근근웹 유저층도 비슷함 노가다 ㅈ소 자영업 이런새끼들만있음,1
웃대가 더 틀딱은 틀딱임. 틀니앙도 개병신 좌좀 대가리 깨부숴야 하는 새끼들이긴 한데 ㅋㅋ,1
"본문에 나오는 X세대 (70년대생, 원조영포티) 들이 끼친 가장 큰 해악이 바로 이거임. ""X세대"" 가 개 병신인건데 ""40대"" 인식 자체를 씹창내버림.",1
그 중 제일은 베충이의 애미인 디씨니라 _ _ 아멘 그리스도 에쑤,1
와 씨발 진짜 그냥 구역질 확 올라오네 ㅋㅋㅋㅋㅋㅋㅋ,1
모바일겜 마갤에도 근첩새끼가 완장잡은곳 종종 있음 실제로 피카츄 배 긁어야지 이지랄하는 새끼 디시 기어옴,1
개같은 디씨가 그나마 가장 낫다는게 아이러니,1
걍 애미뒤진 쓰레기새끼들 모여잇는 곳ㅋㅋㅋㅋ,1
그나이는 커뮤를 안한다 딸피게이야,1
"야갤에서 야구 이야기 하고, 주갤에서 주식 이야기 했던 게 상상이 되냐? 니미 디시 실베도 개쓰레기 정치글에 편가르기 이딴 것만 쳐 오는데",1
틀내나는 디자인이라지만 하이텔 천리안 나우누리 쓰던 사람들에겐 저게 오히려 더 정감가고 이해하기 쉬운 템플릿일지도?,1
그냥 틀딱들이 점령한 일베 정반대버전이네ㅇㅇ,1
정보) 클리앙은 클리에라는 일본산pda 기기 정보 사이트이서 시작된 반일씹덕 좌파 586 커뮤니티이다,1
예전 아는 지인 새끼 중에 하나가 남 일베 눈팅하는 건 개지랄 거품을 처물면서 본인은 클리앙하면서 정치에 대해 얘기한다고 공공연히 떠들던 새끼가 있었는데 다같이 술자리만 생겼다하면 자기는 민주당 권리당원이라고 늘 자랑스럽게 떠들던 좆병신이 있었지 진짜 정치병자의 표본 같은 새끼였는데ㅋㅋㅋ,1
나 아는 새끼가 펨코 + 클리앙하는 새끼인데 정병 처걸려서 걸렀다. 병신새끼 ㅋㅋㅋㅋㅋ 단순히 관심이 있고 이런 걸 떠나서 사상에 찌들어서 그걸 남한테 옳고그름을 강요하는 수준으로 변하던데 진심으로 아구창 돌려버리고 싶더라,1
벌금 몇백만원짜리 형 때려서 대선결과 억지로 뒤집을 확률은 0프로다 희망회로 그만돌려라 통구이새끼야,1
"중국은 개 쓰레기고, 짱개, 페미 들은 그 부산물이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
근데 대선전에 씹재명이 나락갈수있나? 그게 문제인데,1
평소같았으면 검찰이 어쩌고 법원이 어쩌고 판사가 어쩌고 아주 개좆지랄을 쌌어야될 새끼가 별말 안하고 가만히 있길래 믿는구석이 있나 이미 무죄될거 알고있나 했는데 존나 의외노 ㅋㅋㅋㅋㅋㅋ,1
범죄자 씨발놈,1
"논란있는 사람을 대선후보로 내세워놓고, 대법원 탓하는게 개꿀잼임 ㅋㅋㅋ 시발 내 상식이 잘못된거냐?ㅋㅋㅋ",1
시발놈아 전라도가 원한다고 그러면 일단 머가리 박아야될거아니냐,1
판결 받는 시간에 술 처빨고 있었노 ㅋㅋㅋㅋ 저런 놈 빨아주는 새끼들은 뭐임?,1
그럼 탄핵안하냐 병신아 범죄인이 대통령되면 무죄로 되냐 병신아 그럼 윤대통령은 왜 탄핵되었는데 ? 범죄인이 대통령되면 죄가 사면되냐 병신아,1
ㄴ응 사면됨 ㅂㅅ아,1
찢자이밍 셰셰 잘가시고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
WWE하거나 친문계가 괘씸해서 이재명 조지고있거나 둘중하나지 시발ㅋㅋ,1
2심 판사 새끼들 얼마를 쳐 받았길래 싹 무죄가 나오노 ㅋ,1
대법원 판결과 고벚에서 다르게 무죄를 못내린다고 씹장애인년아 ㅋㅋㅋㅋㅋㅋ 니애비 팔병신 좆됐어 병신아 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
니애미 창녀요 ㅋ,1
대법원 판결과 고법에서 다르게 무죄를 못내린다고 씹장애인년아 ㅋㅋㅋㅋㅋㅋ 니애비 팔병신 좆됐어 병신아 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
응 좆됐어 ㅋㅋ 민주당에서 대법원장 탄핵 고려중~ ㅋㅋㅋㅋ,1
뭔 팩트야 병신아 1심논리 다 인용해서 파기환송한 건데,1
대한민국이 끝난건 이재명때문이 아니라 그런 짓을 해도 박수치는 국민들때문에 진작 끝난거임 ㅋㅋㅋ 이재명이 나가리 되도 다음 이재명이 와도 박수칠 새끼들이 대다수임 ㅋㅋ,1
서울고법 = 애미 뒤진 병신 새끼들,1
뱀눈깔은 무조건 걸러라 ㅋㅋㅋㅋ 오늘 치킨 시켜야지,1
이재명이 대통령 당선되는건 변함없는 사실 ㅋ 2찍들이나 지랄하지 ㅋㅋ,1
등신같은 윤재앙만 아니었어도 올해안에 찢 나가리 되는거였는데 이 빙신새끼 이거보니 더 열받네 씨발 진짜,1
즈그애미 뒤지는 소리하노 찢갈이년이 ㅋㅋㅋ,1
근데 국힘 후보가 김문수 한동훈 한덕수 이지랄ㅋㅋㅋㅋㅋㅋㅋ 이재명없는 민주당한테조차 따일판,1
개씹버러지 드디어 뒤지네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 씹새끼는 사형시켜야 한다니까,1
저래놓곤 국민의 뜻 물고 늘어지며 정신승리 하고 있더라 존나 추한새끼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
찢새끼 표정 보소 꺼얶,1
대체 윤석열 지지자랑 이재명 지지자랑 다를게 뭐임? 이 씹새끼들은 빠는 사람만 다르고 하는 짓이 똑같은데 씨발럼들이 찢겨져 죽어라 좀,1
좆까세요 좌빨좆병신새끼가 가서 이낙연 고추나빨아 시발ㅋㅋ,1
1심이 100만원이상에 1년 징역이었나 그러지 않았나? 2심 무죄는 씨바 진짜 판사 누구냐,1
솔직히 진영 떠나서 생각했을때는 이거정도로는 피선거권 박탈은 심하지 않나?라는 생각인데 2심에서 싹 무죄 준건 존나 선넘은 억지 판결이었음. 무죄 준 근거가 뭔 ㅅㅂ 원님재판도 아니고 장난치는 것 같은 소리를 함,1
윤석열이 지 이름 윤석렬이라고 부를때부터 알아봤어야 했는데 한국어도 제대로 못하는 이 ㅅㄲ야말로 중국인 아니냐,1
이새끼 드디어 목숨 걸겠노 ㅋㅋ 이겨야한다 vs 딸깍에서 이겨야한다 되버렸노 ㅋㅋㅋ,1
윤두창 병신 진짜 뭐한거노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
윤두창<<가만있었으면 이기는거였노ㅋㅋ 병신,1
가만히 있었으면 찢은 감옥 가더라도 국민들은 병신인채였겠지,1
애초에 시발 국토부가 성남시를 뭣 때문에 압박하냐 ㅋㅋ,1
어거지로 씹재명 무죄라고 우겼던 2심 판새... 사형에 쳐해야겠지?,1
난독증 매크로새끼야 누가 무죄랬냐 유죄라도 대통령된 이상 무조건 5년 임기 가능하다 저능아임?,1
2심판사가 또 무죄라고 판결하면 그만이다. 그러면 이재명 대통령된다. 대법원이 뭐라하든 2심에서 개기면 그만이다 또 무죄하겠다 고 개기면 끄팅다 개기면,1
대법에서 유죄로 파기환송한 거라 무죄가 안된다니까 개병신 저능아년아 ㅋㅋㅋㅋㅋㅋ,1
6짤 좆간지노 ㅋㅋㅋ,1
존나 웃긴게 판사 죽이고 싶다고 발작하는 새끼가 있고 아무 상관 없고 우리 황제폐하 무사하다는 새끼가 있는데 도대체 괜찮다는거냐 좆됐다는거냐 병신 좌빨새끼들아 ㅋㅋㅋㅋㅋㅋ 지들끼리도 이게 어찌된 건지 판단이 안 서노? ㅋㅋㅋㅋㅋㅋ,1
팩트는 이새낀 절대로 후보 사퇴 안할거란거임 ㅋㅋㅋㅋ 범죄자 그 자체임 이새낀,1
너도 염전노예마냥 쳐맞아가면서 막노동하고싶어?,1
안된다고병신아 ㅋㅋㅋ 죄가 1개면몰라도 2개이상 유죄인데,1
조국이랑 콩밥이나 쳐먹으러 가라 찢칠라 병신새끼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
왜 몇몇 병신만 찢 옹호하고 자댓으로 ㄹㅇㅋㅋ 이지랄하면서 도배하고있냐 ㅋㅋㅋㅋㅋ 도배한다고 개소리에 설득력이 생김? 그건 광우뻥세대가 가능하고,1
전라도좌파통구이들 정신병걸려서 개발작 ㅋㅋㅋㅋㅋㅋㅋ 꺼어어어억ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
대한민국 만ㄴ세다 ㅅㅂ 내친김에 전과10범가자,1
뭘 이해가 안가 개같이 무능하니까지 무슨 ㅋㅋㅋ 이유를 어렵게 찿네,1
윤두창은 거기까지 생각할 대가리가 안됨,1
구속이 되는데 계엄을 왜내려 ㅄ샛키야 그리고 계엄취지가 찢재명이아니라 탄핵때문인데 좆족임 ?,1
병신판새새끼들 민주당 전투력이랑 단결력만 풀파워로 만들어줬노 ㅋㅋㅋ,1
김앤장피셜 웅앵웅 30대 대법관의 오판 웅앵웅 이거 죄다 목인들이냐? 죄다 비슷한 템플릿이노 애미뒤진화짱조새끼들ㅋㅋ,1
헌법 조무사 강림한 무죄 외치던 병신들 어디갔노,1
확실히 유죄로 끝낼거면 파기자판 했었어야 했다 시발,1
"신천지하고 통일교 쌔끼들이 나라를 망치고 있네 이래서 종교""썌끼들은 과거부터 왕들이 괜히 몰살한게 아냐",1
개장애인 오늘 파기환송 확인하고 표정 존웃ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
실베충이 내로남불인 이유 여초에서 조두순이나 출소한 범죄자까면 감성충이라고 이미 벌받았는데 왜 까냐함. 근데 이재명은 전과범이라고 존나깜ㅋㅋㅋ,1
이새끼는 단순한 전과범이 아니라 실시간으로 걸린 재판이 5갠데 ㅋㅋ,1
조두순이 정치하냐고 빡대가리야 ㅋㅋㅋ 비교를 좆도못하노,1
와 비유 수준 시발ㅋㅋㅋㅋ능지가 이 정도로 딸려야 이재명 지지하는구나 조두순이 나라 최고 권력자 자리에 오르겠다고 함?,1
찢재명 지키려고 조두순까지 데려와야 하노 ㅋㅋㅋㅋㅋ,1
ㄹㅇㅋㅋㅋㅋㅋㅋ 개새끼들임,1
개또라이들 이제 조희대 탄핵 ㅇㅈㄹ 하네 ㅋㅋㅋㅋ 진짜 좌파 이 미친새끼들 ㅋㅋㅋㅋ,1
2심 판결 내린새끼들은 뭐고 그럼,1
그런새끼들이 진성 내란세력임 ㅇㅇㅇ,1
이재명 판결 보니까 가만히 시간만 뻐겼으면 된건데 윤두창새끼가 재명이가 대통령이 되네 마네 하고 있는 좆같은 상황만들어놨네 ㅋㅋㅋㅋ,1
문재인 뽑은놈임 이거 ㅋㅋ 한국 씹창낸 주범,1
이런 능지 새끼가 투표권을 가지고 있다는게 개탄스럽다. 윤석열이 계엄 안했으면 내각제 새끼들이 찢을 건들일 생각이나 했을까?,1
부정선거 조사할려는 윤석열을 찢으로 견제하고 있었던게 내각제 새끼들인데. 니들은 사법부를 민주당이 장악했다고 처믿고 있지? ㅄ,1
"그거 개좆이야. 엄밀히 말하면 내각제 세력이 우리나라 사법부를 좌지우지 한다고, 그리고 내각제세력은 국힘+민주당이고, 정확히 말하면 친문 세력들이 내각제 세력이고, 국힘은 김무성계가 내각제고, 이 두 내각제 새끼들이 그동안 부정선거를 자행해왔다고,",1
애미쳐뒤진 병신내란견새끼 또붙었네 말투만봐도 개틀딱새끼가따로없네 ㅋ,1
하여간 대가리 쳐 깨진 새끼들 윤석열 까면 좌빨되는 기적의 논리 또등장 ㅋㅋㅋ 만나서 ㄹㅇ 대가리깨주고싶네 ㅋㅋ,1
ㅋㅋ 좌빨티 팍팍내네 ㅋㅋ 느그 수령님 잡혀가신다니 손발이 덜덜 떨리제?,1
잡법을 전라도 90% 지지 빡대가리 이대녀들 스윗 개팔육들 존나게 지지하는 거만 봐도 이나라는 망해야 함 그수준에 딱 어울리는 대통령,1
공산주의 찍어줄 수록 화짱조선족이랑 일자리 경쟁해야하고 상속 증여세로 부자들 조질수록 양질의 일자리 작살에 기업들 물적분할로 니들만 손해지뭐 ㅋㅋㅋㅋㅋㅋㅋㅋ 지들 손으로 공산당 쳐뽑고 계속 새벽출근하면서 왜때문이지???? 이지랄들 지능 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋ 공산주의냐 자본주의냐 이거 둘중하나 선택이 어려워?????????? 하...능지 씨발               ,1
유죄 뜨면 당선 무효야 븅신 머저리 새꺄ㅋㅋㅋㅋㅋ,1
당선무효되면 존나 웃기겟다ㅋㅋㅋㅋ,1
씨이이이이이이이이이발 / 대한민국 이대로 망하는줄 알았지만 / 그래도 난세에 영웅이 등장하는구나 진짜,1
아으 씨발 오늘 잔치국수 존나 땡기네 진짜 엌ㅋ,1
정보) 이지랄하고 개소리 쳐 써놓네 병신년이 ㅋㅋ,1
바퀴벌레 짱깨 섬짱깨한텐 시진핑이 딱이지 ㅋㅋㅋㅋㅋㅋ,1
짱깨 간첩 찢재명 유죄 확정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
실수면 뭐 바꿔주겠데? 애미뒤진소리만 골라하노 ㅋㅋ,1
니눈엔 저게 30대로 보이냐 개병신 짱개놈의 새끼야?,1
초임판사 웃기고 있네 내가 실제 아는 법관 저중에두명인데 나이 엄청 많고 경력오래다. 어디서 개구라야. 입다물고있어 병신아,1
ㅋㅋㅋㅋ 그냥 애미뒤진새낔ㅋㅋㅋ,1
2심 판사 진심으로 니들이 사람새끼냐?,1
진짜 깜빵 프릭쇼 준비해야쓰겄노 우리 팔병신ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2심 판사새끼들 부끄러운 줄은 알까? ㅋㅋㅋㅋㅋㅋㅋ 전라도 출신은 걸러라 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
대선에 전과있는새끼가 나온다는게 되겠냐 애미 차에치인년아? ㅋㅋ,1
김문수 = 애미 차에 치여 뒤진년,1
오늘 잔치국수라고 민좆당버러지년들아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
거기다가 윤석열 탄핵 안당했으면 또 윤석열이 뒤에서 사주해서 뭐라 지랄하고 있었을테니 정말 윤석열은 대단한 사람이다.,1
2심에서 지들끼리 짬짜미 해처먹고 스스로 면죄부 주더니 정의구현 당하고 발악 중인 짱깨부역 민좆당 대깨문 새끼들 ㅋㅋ,1
요새 디씨에서 패드립하면 안된다 자삭해라 좆됨,1
이새끼 지금 비트코인 초하락중에 잡고있는 새끼마냥 희망회로 돌리는거 타겠다 게이야 ㅋㅋㅋ,1
좆팔육살아잇으면 똑같다,1
다시 환송하면 2심 재심하는거임? 아니 빨리 판결을 내야 ㅅㅂ 대선전에 끝낼꺼아니야,1
2심에서 찢재명 무죄 때렸던 그 판새 새끼는 알아서 옷 벗어라,1
윤두창이 병신새끼 계엄왜함? 계엄안했으먼 찢재명 감방 확정인데 덕분에 ㅈ찌재명 대통령되게 생겼네,1
객관적으로 진짜 좆된거임? 아니면 당선되는데 문제 없는거냐,1
민좆당입장에서 개좆된거지 뭔 ㅋㅋㅋㅋㅋㅋ,1
병신 좌빨새끼야 선거법위반자 대통령을 뽑겠다고?,1
역대 최연소 대법관이 46세인데 이새끼는 뭐라 하는거노?,1
내 췽구가~ 킴앰좐 다뉘는뒈~~ 안쪽팔리냐? ㅋㅋㅋㅋㅋㅋ,1
무지성 대깨문,1
시발 진짜 이런 의도도 없는 개소리는 대체 왜 지껄이는 거임?,1
병신년인가? 3심이 뭔지도 모르노 ㅋㅋ 실수였으면 뭐 어이쿠 실수입니다하고 번복하겠냐?,1
진짜 짱개들 ㅈㄴ 만타니까,1
더쿠에서 뒤지라하면 뒤질년이네 ㅋㅋㅋ,1
WWE 마음껏 즐겨둬라 개돼지 새끼들아,1
전두창이 술이나 처먹고 지지율 좃박아서 스스로 거대 야당 만들어 줬고,1
경제 안보 민심 계엄으로 다시 ㅈ박아서 뭘 생지랄해도 야당에서 대통령각인데 여기서 무리하게 다시 법원이 정치질 한다?? ㅋ,1
가두리 당한 병신 개새끼들아,1
